-0.8637,-1.0641,-0.3244,0.57014,neutral
9.08942,-0.8037,-0.2912,0.63577,neutral
0.63639,-0.9989,-0.3606,0.45085,neutral
-1.5496,-1.0430,-0.3782,0.55435,neutral
1.93259,-0.9905,-0.3414,0.62086,neutral
1.09684,-1.0285,-0.3270,0.47442,neutral
-3.1956,3.86352,-4.9704,-3.6738,neutral
-3.3024,-0.3231,3.34234,-2.7247,neutral
-2.1490,-1.0879,-0.3790,0.40519,neutral
-3.0745,-1.3667,-0.0446,-0.4350,neutral
-3.2496,3.11940,-4.2612,-2.8933,neutral
-1.3611,-1.0582,-0.3667,0.59781,neutral
-2.2715,-1.0726,-0.3614,0.44504,neutral
-2.4581,-1.0592,-0.3812,0.46273,neutral
0.58079,-0.9985,-0.3578,0.53285,neutral
-3.1456,-1.0797,-0.3891,0.42570,neutral
-2.4392,-1.0356,-0.3988,0.36102,neutral
-3.3562,-0.6595,1.70853,-1.3350,neutral
-3.1949,-1.2348,2.65195,-3.2985,neutral
-3.3225,4.16609,8.44561,-2.7986,neutral
-2.1186,-1.0721,-0.3663,0.47281,neutral
-3.0605,-1.0847,-0.3840,0.43038,neutral
-1.4001,-1.0568,-0.3735,0.41767,neutral
-3.2063,5.09677,8.81466,-2.0936,neutral
-3.0190,-1.0727,-0.3885,0.50539,neutral
0.22108,-0.9971,-0.3522,0.63068,neutral
2.50435,-0.9230,-0.3605,0.63983,neutral
-2.5916,-1.0737,-0.3799,0.52035,neutral
-2.6111,-1.0806,-0.3796,0.44420,neutral
-2.6371,-1.0757,-0.3813,0.45065,neutral
0.63639,-0.9989,-0.3606,0.45085,neutral
-1.5496,-1.0430,-0.3782,0.55435,neutral
-3.2532,-1.0857,-0.3852,0.44639,neutral
-3.3024,-0.3231,3.34234,-2.7247,neutral
-3.0745,-1.3667,-0.0446,-0.4350,neutral
-3.2496,3.11940,-4.2612,-2.8933,neutral
-1.3611,-1.0582,-0.3667,0.59781,neutral
-3.1456,-1.0797,-0.3891,0.42570,neutral
-2.4392,-1.0356,-0.3988,0.36102,neutral
-3.3562,-0.6595,1.70853,-1.3350,neutral
-3.1949,-1.2348,2.65195,-3.2985,neutral
-3.2012,1.34052,-2.7257,-2.2740,neutral
-2.1186,-1.0721,-0.3663,0.47281,neutral
-3.0605,-1.0847,-0.3840,0.43038,neutral
-1.4001,-1.0568,-0.3735,0.41767,neutral
25.7330,-0.4150,-0.1546,1.17453,neutral
-1.8433,11.8940,-3.2222,0.08473,neutral
-1.6084,-1.0750,-0.3741,0.39443,neutral
-2.9275,-1.0744,-0.3866,0.43542,winkLeft
-3.2688,-0.1517,4.18925,-3.4398,winkLeft
-3.2667,5.24124,-0.9999,1.00869,winkLeft
-3.0349,-1.0886,-0.3785,0.46028,winkLeft
-3.2871,-1.0850,-0.3875,0.45198,winkLeft
-3.3317,5.93673,2.96015,5.37648,winkLeft
2.51379,-0.9660,-0.3532,0.55579,winkLeft
-3.3881,2.61882,1.38103,3.04596,winkLeft
107.634,1.24621,0.55923,-1.1034,winkLeft
-3.1564,-1.4378,0.02739,-0.5763,winkLeft
1.69294,-1.0315,-0.3181,0.45361,winkLeft
9.46143,-0.6766,-0.4000,-0.0933,winkLeft
3.74456,-0.9366,-0.3148,0.67415,winkLeft
-2.1736,-1.0008,-0.4159,0.46063,winkLeft
18.4922,-0.6772,-0.1672,1.15782,winkLeft
-2.8516,-1.0632,-0.3927,0.39053,winkLeft
-3.1955,4.00212,-5.0720,-3.5849,winkLeft
-2.6714,-1.0644,-0.3851,0.44576,winkLeft
-0.6959,-1.0542,-0.3568,0.38615,winkLeft
-2.5705,-1.0780,-0.3805,0.42021,winkLeft
-1.8901,-1.0531,-0.3769,0.50109,winkLeft
5.51142,-0.8256,-0.3603,0.95618,winkLeft
-3.1861,-1.0935,-0.3765,0.43883,winkLeft
-1.8835,-1.0608,-0.3707,0.46968,winkLeft
-3.1546,-1.4057,-0.1384,-1.6075,winkLeft
-3.3141,2.95759,1.54137,3.27670,winkLeft
-2.9344,-1.0897,-0.3717,0.46430,winkLeft
-3.2688,-0.1517,4.18925,-3.4398,winkLeft
-3.2667,5.24124,-0.9999,1.00869,winkLeft
-3.3317,5.93673,2.96015,5.37648,winkLeft
2.51379,-0.9660,-0.3532,0.55579,winkLeft
-3.3881,2.61882,1.38103,3.04596,winkLeft
-2.6809,-1.0566,-0.3932,0.46393,winkLeft
1.69294,-1.0315,-0.3181,0.45361,winkLeft
-2.1736,-1.0008,-0.4159,0.46063,winkLeft
-2.8516,-1.0632,-0.3927,0.39053,winkLeft
-3.1955,4.00212,-5.0720,-3.5849,winkLeft
-0.6959,-1.0542,-0.3568,0.38615,winkLeft
-2.5705,-1.0780,-0.3805,0.42021,winkLeft
-2.2784,-1.0495,-0.3942,0.41215,winkLeft
-3.1322,0.08560,2.17223,-2.8942,winkLeft
-3.3223,-1.0872,-0.3869,0.43890,winkLeft
-2.6097,-1.1005,-0.3726,0.43538,winkLeft
